file,keep,category,matched_class,foods,note
orig_서울마님죽 서문시장점_1955310075_p_1779250902048_29.jpg,KEEP,single_in,rice-porridge,호박죽 (노란 죽),용기 가득 노란 호박죽 단일 = rice-porridge
orig_서울마님죽 서문시장점_1955310075_p_1779250902058_30.jpg,DROP,scene_nonfood,none,호박죽 (시장 가게에서 국자로 퍼담는 중),"사람 손·간판·솥 보이는 시장 조리/판매 장면, 단일 접시 아님"
orig_서울마님죽 서문시장점_1955310075_p_1779250902473_31.jpg,DROP,scene_nonfood,none,"전복죽 (시장 진열 솥, 가격표)","가격표·의자·대형 솥의 매대 진열 장면, 서빙된 단일 접시 아님"
orig_서울마님죽 서문시장점_1955310075_p_1779250902479_32.jpg,DROP,scene_nonfood,none,"호박죽 (시장 진열 솥, 가격표)","가격표·대형 솥의 매대 진열 장면, 서빙된 단일 접시 아님"
orig_서울마님죽 서문시장점_1955310075_p_1779250902512_36.jpg,KEEP,single_in,rice-porridge,죽(곡물죽 한 통),"용기에 담긴 죽 단일 메인, 다른 음식 없음"
orig_서울마님죽 서문시장점_1955310075_p_1779250902545_37.jpg,KEEP,single_in,rice-porridge,"노란 죽(호박/단호박죽), 숟가락","그릇에 담긴 죽 한 그릇, 메인 단일"
orig_서울마님죽 서문시장점_1955310075_p_1779250902997_43.jpg,DROP,scene_nonfood,none,"팥죽(큰 솥), 가격표 팥죽 5000","시장 가판대 조리/퍼담는 장면, 사람·솥, 제공된 1인분 아님"
orig_서울마님죽 서문시장점_1955310075_p_1779250903004_44.jpg,DROP,scene_nonfood,none,뚜껑 덮인 포장 용기들(내용 안 보임),"뚜껑 닫힌 포장용기 적층, 음식 자체 비가시"
orig_서울마님죽 서문시장점_1955310075_p_1779250903042_49.jpg,DROP,scene_nonfood,none,"전복죽(큰 양푼), 가격표 전복죽·녹두죽","시장 가판대 양푼 죽+가격표·의자 배경, 제공 단품 아님"
orig_서울마님죽 서문시장점_1955310075_p_1779250903049_50.jpg,DROP,scene_nonfood,none,팥죽·호박죽 여러 솥(가판대),"여러 솥 가판대 장면+텍스트 오버레이, 퍼담는 손, 단품 아님"
orig_서울마님죽 서문시장점_1955310075_p_1779250903540_55.jpg,DROP,multi,none,"팥죽, 또 다른 죽 등 포장용기 여러 개, 손과 뚜껑","포장용기 죽 2개 이상 + 손/뚜껑 노출, 단일 메인 아님"
orig_서울마님죽 서문시장점_1955310075_p_1779250903547_56.jpg,KEEP,single_in,rice-porridge,팥죽,"용기 가득 팥죽 단일 클로즈업, rice-porridge 단일 메인"
orig_서울마님죽 서문시장점_1955310075_p_1779250903554_57.jpg,DROP,multi,none,"호박죽, 팥죽, 흰죽, 야채죽 등 여러 죽","서로 다른 죽 포장용기 4개 한 프레임, 멀티"
orig_서울마님죽 서문시장점_1955310075_p_1779250903561_58.jpg,DROP,scene_nonfood,none,팥죽(솥에서 국자로 퍼담는 중),사람·앞치마·간판 자막 포함 조리/퍼담는 현장 컷
orig_서울마님죽 서문시장점_1955310075_p_1779250903998_62.jpg,DROP,scene_nonfood,none,죽(가게 솥들·국자로 퍼담는 장면),가게 전경·사람·솥·간판 자막 포함 비음식 현장 컷
orig_서울마님죽 서문시장점_1955310075_p_1779250904027_66.jpg,DROP,multi,none,"호박죽, 야채죽, 팥죽 등 여러 죽","서로 다른 죽 포장용기 여러 개 한 프레임, 멀티"
orig_서울마님죽 서문시장점_1955310075_p_1779250904049_69.jpg,KEEP,single_in,rice-porridge,"죽(채소죽), 팥(곁)","용기에 담긴 죽 한 그릇이 메인, 배경 팥은 곁들이로 무시"
orig_서울마님죽 서문시장점_1955310075_p_1779250904568_71.jpg,DROP,scene_nonfood,none,호박죽(가마솥 조리중),"큰 솥에서 죽을 퍼담는 조리 장면, 손·국자 보임"
orig_서울마님죽 서문시장점_1955310075_p_1779250904576_72.jpg,DROP,scene_nonfood,none,죽 가게 진열(전복죽·녹두죽·팥죽·호박죽),가게 진열대·가격표가 메인인 매장 장면
orig_서울마님죽 서문시장점_1955310075_p_1779250904628_75.jpg,DROP,scene_nonfood,none,죽(채소죽 조리중),"큰 양푼에서 죽을 퍼담는 조리 장면, 손·숟가락 보임"
orig_서울마님죽 서문시장점_1955310075_p_1779250904654_78.jpg,DROP,scene_nonfood,none,죽(가마솥 김 오르는 조리중),"김 나는 솥·장갑 낀 손, 매장 배너 텍스트 오버레이된 조리 장면"
orig_서울마님죽 서문시장점_1955310075_p_1779250906512_85.jpg,DROP,scene_nonfood,none,죽 가게 진열(전복죽·녹두죽·팥죽·호박죽),가게 진열대·가격 보드가 메인인 매장 장면
orig_서울마님죽 서문시장점_1955310075_p_1779250906989_91.jpg,DROP,scene_nonfood,none,단호박죽(대형 솥에서 조리/배식 중),"식당 배식대 대형 솥의 호박죽 조리 장면, 1인분 플레이팅 아님"
orig_서울마님죽 서문시장점_1955310075_p_1779250906997_92.jpg,KEEP,single_in,rice-porridge,좁쌀죽(노란죽)+오미자/식혜 음료,"메인 죽 1그릇 뚜렷, 오른쪽은 음료라 곁들이 취급"
orig_서울마님죽 서문시장점_1955310075_p_1779250907021_95.jpg,DROP,scene_nonfood,none,"죽(대형 솥, 손으로 재료 투입 조리중)","솥에서 죽 끓이는 조리 과정 장면, 사람 손·주방 배경"
orig_서울마님죽 서문시장점_1955310075_p_1779250907036_97.jpg,KEEP,single_in,rice-porridge,좁쌀죽(노란죽)+오미자/식혜 음료,"메인 죽 1그릇 뚜렷, 오른쪽은 음료라 single로 판단"
orig_서해게장집_1083005965_p_1779239584008_7.jpg,DROP,multi,none,양념게장+여러 반찬·국·샐러드 한상,게장 외 여러 메인성 접시와 국 포함된 한상차림
orig_서해게장집_1083005965_p_1779239584254_18.jpg,DROP,ood,none,간장게장 단품 클로즈업,메인 1개지만 게장은 59클래스에 없음(자막 오버레이도 있음)
orig_서해게장집_1083005965_p_1779239584988_30.jpg,DROP,ood,none,전복죽(또는 게살죽) 추정 - 곤죽 형태에 조개/전복 슬라이스 토핑,"포장용기에 담긴 곤죽 형태 해산물 죽인데 일반 흰죽(rice-porridge)과 시각적으로 매우 달라 게장집 특유 메뉴로 판단, 59클래스 어디에도 명확히 안 맞음"
orig_서해게장집_1083005965_p_1779239585866_39.jpg,DROP,multi,none,"회덮밥형 모둠(연어회+게장+새우+전복 한그릇), 옆에 잡채·국·반찬","한 그릇에 연어회·게장·생새우·전복 섞인 모둠+주변에 잡채/국 등 여러 접시, 메인 단일 아님"
orig_서해게장집_1083005965_p_1779239585875_40.jpg,DROP,scene_nonfood,none,"게장(양념게장 살) 손에 든 클로즈업, 뒤로 전·반찬","위생장갑 낀 손으로 게장 살을 집어든 클로즈업 컷, 접시 단위 메인 식별 불가하고 비음식 요소(손) 지배적"
orig_서해게장집_1083005965_p_1779239588033_43.jpg,DROP,ood,none,분홍색 밥(게장 국물/비트물 밥 추정),"공깃밥(분홍빛 밥)만 단독, 59클래스에 흰밥/공깃밥 메인 클래스 없음 - rice-bowl(덮밥) 아님"
orig_서해게장집_1083005965_p_1779239588061_47.jpg,DROP,ood,none,간장게장·새우장·연어회 모둠 클로즈업(게장+생새우+양파),"게장+생새우+회 섞인 해산물 장류 클로즈업, 59클래스에 게장/새우장 메인 없음"
orig_서해게장집_1083005965_p_1779239588524_51.jpg,DROP,ood,none,"전복장(간장 양념 전복) 3점, 대파·깨 고명","간장 전복장 한 접시, 단일 메인이지만 59클래스에 전복요리/장류 해당 클래스 없음"
orig_서해게장집_1083005965_p_1779239588547_54.jpg,DROP,scene_nonfood,none,"비닐장갑 낀 손으로 든 게장(게딱지·게살·알), 배경에 게장 접시와 반찬들","손으로 게장 게살을 집어든 먹는 장면, 음식 단독 접시 아님"
orig_서해게장집_1083005965_p_1779239588596_60.jpg,DROP,ood,none,"간장게장(꽃게 간장절임) 한 접시, 양파링·고추 고명",게장은 59클래스에 없음(OOD)
orig_서해게장집_1083005965_p_1779239589069_63.jpg,DROP,multi,none,"새우전(부침개), 잡채, 김, 생선튀김, 무침 반찬 등 한상차림",전·잡채·김 등 여러 메인이 깔린 한상차림
orig_서해게장집_1083005965_p_1779239592307_84.jpg,DROP,multi,none,"전(부침개), 잡채, 김, 갈비/조림, 여러 반찬 한상 오버헤드샷",전·잡채·김·조림 등 다중 메인 한상차림
orig_서해게장집_1083005965_p_1779239592358_87.jpg,DROP,ood,none,"양념게장/양념조림(빨간 양념, 대파 고명) 한 접시","양념게장류, 59클래스에 없음(OOD)"
orig_서해게장집_1083005965_p_1779239602429_94.jpg,DROP,ood,none,"간장게장(꽃게 간장절임) 한 접시, 양파채·당근 고명",게장은 59클래스에 없음(OOD)
orig_소호라멘_1126278005_p_1779175248038_18.jpg,DROP,scene_nonfood,none,"다 먹은 빈 라멘 그릇(국물 찌꺼기), 단무지","국물만 남은 빈 그릇, 식사 종료 상태로 음식 식별 불가"
orig_소호라멘_1126278005_p_1779175249564_22.jpg,DROP,multi,none,"일본라멘, 비빔국수, 고기덮밥(한상)",라멘·비빔국수·덮밥 등 서로 다른 메인 3접시 한상차림
orig_소호라멘_1126278005_p_1779175251074_34.jpg,KEEP,single_in,japanese-ramen,일본라멘(차슈·계란·숙주·오이 토핑),돈코츠풍 일본라멘 단일 메인 클로즈업
orig_소호라멘_1126278005_p_1779175251574_42.jpg,KEEP,single_in,rice-bowl,"덮밥(밥 위 김무침·간장소스), 단무지","밥 위 토핑 얹은 덮밥 단일 메인, 단무지는 곁들이"
orig_소호라멘_1126278005_p_1779175251574_43.jpg,KEEP,single_in,japanese-ramen,일본라멘(고기·반숙계란·파 토핑),뽀얀 육수 일본라멘 단일 메인 탑뷰
orig_스시봉_1179237524_p_1779175069850_4.jpg,DROP,multi,none,"초밥(니기리 모둠), 샐러드","초밥 한 줄과 별도 샐러드 그릇, 서로 다른 메인 2접시"
orig_스시봉_1179237524_p_1779175069851_6.jpg,DROP,scene_nonfood,none,식당 메뉴판(초밥·식사류·세트 가격표),실제 음식이 아니라 스시봉 메뉴판 사진 - 비음식
orig_스시봉_1179237524_p_1779175069855_17.jpg,KEEP,single_in,pizza,치즈피자(고르곤졸라풍) 한판,나무도마 위 피자 한판이 뚜렷한 단일 메인 - pizza
orig_스시봉_1179237524_p_1779175071365_24.jpg,DROP,multi,none,"연어회덮밥, 흰살생선 초밥 3점, 곁들이 단무지·와사비","연어회덮밥 그릇 + 별도 초밥 3점, 서로 다른 메인 2종 - multi"
orig_스시봉_1179237524_p_1779175071365_26.jpg,KEEP,single_in,raw-fish,연어회(사시미) 한 줄,나무도마 위 연어회만 한 접시 - 동일음식 단일 메인 raw-fish
orig_스시봉_1179237524_p_1779175073885_36.jpg,DROP,multi,none,"초밥 모둠, 새우튀김, 또다른 초밥세트, 우동 2컵","포장 3트레이(초밥·튀김·초밥)+우동, 여러 메인 한상 - multi"
orig_스시봉_1179237524_p_1779175074390_46.jpg,KEEP,single_in,sushi,초밥 모둠(소고기·연어·새우 니기리),한 도마 위 니기리 초밥 모둠 한 종류 메인 - sushi single_in
orig_스시봉_1179237524_p_1779175074861_57.jpg,DROP,multi,none,"치즈돈가스, 모둠초밥, 우동, 양배추샐러드, 밥, 포도",돈가스 접시+초밥+우동 등 서로 다른 메인 여러 접시 한상차림
orig_스시봉_1179237524_p_1779175074861_58.jpg,KEEP,single_in,sushi,"모둠초밥, 우동, 양배추샐러드","모둠초밥 한 접시가 유일 메인, 우동·샐러드는 곁들이"
orig_스시봉_1179237524_p_1779175074862_59.jpg,KEEP,single_in,sushi,"모둠초밥, 우동, 양배추샐러드","모둠초밥 한 접시 메인, 우동·샐러드는 곁들이"
orig_스시봉_1179237524_p_1779175078981_72.jpg,KEEP,single_in,sushi,장어초밥,"장어 초밥 한 종류 한 접시, 단일 메인"
orig_스시봉_1179237524_p_1779175078982_77.jpg,DROP,multi,none,"모둠초밥 여러팩, 연어초밥, 새우튀김, 국물(수프컵 다수)","포장 초밥 여러 트레이+새우튀김+국 다수, 한상 다접시"
orig_스시봉_1179237524_p_1779175082464_83.jpg,DROP,multi,none,"치즈돈가스, 연어회·흰살회, 우동, 양배추샐러드, 장어초밥, 밥",돈가스+회+우동+초밥 서로 다른 메인 여러 접시 한상
orig_스시봉_1179237524_p_1779175082465_85.jpg,DROP,multi,none,초밥·연어회·돈가스(가라아게)·밥·국 다수 (한상 배달세트),"여러 초밥 플래터+회+튀김+국 다수, 서로 다른 메인 다접시 한상"
orig_스시봉_1179237524_p_1779175082465_86.jpg,DROP,multi,none,초밥·사시미·우동·새우튀김·샐러드,초밥/사시미·우동·튀김·샐러드 등 서로 다른 메인 여러 접시
orig_스시봉_1179237524_p_1779175082466_88.jpg,KEEP,single_in,salad,연어·해산물 샐러드(채썬 무·새싹),"파란 접시 위 단일 샐러드 한 접시, 메인 1개 뚜렷"
orig_스시봉_1179237524_p_1779175082968_94.jpg,KEEP,single_in,sushi,"모둠 초밥(연어·새우·흰살·계란초밥), 곁들이 양배추샐러드","나무판 위 모둠 초밥 단일, 곁들이 샐러드는 무시"
orig_스시봉_1179237524_p_1779175082970_97.jpg,DROP,multi,none,돈가스·초밥·새우튀김·튀김·전골 등 배달 도시락 다수,"좌식 테이블 가득한 다수 도시락, 서로 다른 메인 한상"
orig_스시소라 대구범어점_1245695709_p_1779180197076_5.jpg,KEEP,single_in,sushi,흰살생선 초밥 1점(니기리),"흰살 니기리 초밥 단일 클로즈업, 메인 1개"
orig_스시소라 대구범어점_1245695709_p_1779180197078_6.jpg,DROP,ood,none,계란찜(차완무시)과 절임 곁들임,차완무시(달걀찜)는 59클래스에 없음
orig_스시소라 대구범어점_1245695709_p_1779180197091_12.jpg,DROP,ood,none,셔벗/아이스크림(디저트),"디저트 셔벗, 음식이나 59클래스에 없음"
orig_스시소라 대구범어점_1245695709_p_1779180197095_14.jpg,KEEP,single_in,sushi,초밥(전갱이 니기리) 1점,"니기리 초밥 단일 한 점, sushi 명확"
orig_스시소라 대구범어점_1245695709_p_1779180197104_19.jpg,KEEP,single_in,sushi,초밥(흰살생선 니기리) 1점,"니기리 초밥 단일 한 점(곁들임 와사비 무시), sushi"
orig_스시소라 대구범어점_1245695709_p_1779180197741_23.jpg,KEEP,single_in,sushi,초밥(참치뱃살 오토로 니기리) 1점,"니기리 초밥 단일 한 점, sushi 명확"
orig_스시소라 대구범어점_1245695709_p_1779180197743_24.jpg,KEEP,single_in,sushi,초밥(새우 니기리) 1점,"니기리 초밥 단일 한 점, sushi 명확"
orig_스시소라 대구범어점_1245695709_p_1779180197747_27.jpg,KEEP,single_in,sushi,초밥(흰살생선 니기리) 1점,"슬레이트 접시 위 흰살생선 니기리 초밥 1점, 메인 단일 명확"
orig_스시소라 대구범어점_1245695709_p_1779180197749_28.jpg,DROP,ood,none,"계란말이(타마고), 참치마키 조각","메인은 타마고(계란말이)로 59클래스에 없음, 왼쪽 마키 조각도 있어 단일 아님"
orig_스시소라 대구범어점_1245695709_p_1779180199638_48.jpg,KEEP,single_in,grilled-fish,생선구이 1점(레몬·생강절임 곁들임),"구운 생선 한 점이 메인, 생강·레몬은 곁들이라 무시, 단일"
orig_스시소라 대구범어점_1245695709_p_1779180199757_53.jpg,KEEP,single_in,sushi,참치·채소 올린 군함말이(마키) 1점,"참치 토핑 군함/마키 스시 1점, 텍스트 오버레이 있으나 음식 단일 명확"
orig_스시소라 대구범어점_1245695709_p_1779180199759_55.jpg,KEEP,single_in,sushi,후토마키(참치·계란 등 속) 스시 1점,"슬레이트 위 마키 스시 1점, 칼·셰프는 배경, 메인 단일"
orig_스시소라 대구범어점_1245695709_p_1779180201668_69.jpg,KEEP,single_in,rice-bowl,시라스(잔멸치) 솥밥/덮밥 한 공기,"잔멸치·파 올린 밥 한 공기가 메인, 된장국·절임은 곁들이라 무시, 단일"
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241985784_2.jpg,DROP,multi,none,"떡볶이, 튀김(바삭한 스틱튀김), 순대, 치즈소스, 크럼블",떡볶이+튀김+순대 등 별도 메인 여러 접시 한상 구성
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241985793_3.jpg,DROP,multi,none,"떡볶이, 튀김, 순대, 덮밥류 토핑밥, 계란찜, 소스",떡볶이+튀김+순대+밥+계란찜 여러 메인 풀세트
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241985833_8.jpg,DROP,multi,none,"라볶이(떡볶이+라면+계란), 튀김, 순대",라볶이 메인에 튀김·순대 별도 접시 동반 다접시
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241985848_10.jpg,KEEP,single_in,tteokbokki-red,떡볶이(떡+소시지+어묵+빨간양념),빨간 떡볶이 단일 접시만 깔끔히 보임
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241985864_12.jpg,DROP,multi,none,"로제/치즈떡볶이(치즈 올린 떡볶이), 튀김",치즈떡볶이 메인+튀김 별도 접시 두 메인
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241985950_22.jpg,KEEP,single_in,tteokbokki-red,떡볶이(떡+만두+당면+빨간양념),"한 접시 빨간 떡볶이, 만두·당면은 같은접시 토핑"
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241985965_24.jpg,KEEP,single_in,tteokbokki-cream-rose,"로제(크림)떡볶이(가래떡·어묵·주먹밥), 튀김 부스러기(곁들이)","크림색 로제소스 떡볶이가 메인 1개, 튀김부스러기는 곁들이"
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241986005_28.jpg,KEEP,single_in,tteokbokki-red,빨간 떡볶이(가래떡·소시지)에 구운 소고기 토핑,빨간 양념 떡볶이가 메인 1개(소고기는 토핑)
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241986023_30.jpg,KEEP,single_in,korean-ramyeon-red,"빨간 국물 라면+떡(라볶이), 계란",빨간 국물 인스턴트 라면이 메인(라볶이)
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241987257_38.jpg,DROP,multi,none,"짜장(검은소스)떡볶이+튀김 한그릇, 별도 접시에 어두운 튀김/순대류 모둠, 튀김부스러기",떡볶이 그릇과 별도 어두운 튀김/순대류 접시 2종 한상
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241987690_41.jpg,KEEP,single_in,korean-ramyeon-red,"빨간 국물 라면+떡(라볶이), 곁들이 죽/튀김부스러기","빨간 국물 라면이 메인, 나머지는 곁들이"
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241987744_46.jpg,DROP,borderline_dropped,none,카레색(주황) 국물 떡볶이(가래떡·어묵·소시지),카레떡볶이/주황국물로 59의 red·rose·jajang 어디에도 명확치 않음
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241987787_50.jpg,KEEP,single_in,tteokbokki-red,"빨간 떡볶이(어묵·대파 포함), 곁들이 누룽지/튀김부스러기","분홍 그릇 빨간 떡볶이 단일 메인, 곁들이만 옆접시"
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241990316_59.jpg,KEEP,single_in,tteokbokki-red,빨간 떡볶이(스푼에 밥·만두 올림),"빨간 떡볶이 단일 메인 클로즈업, 밥은 곁들임"
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241992943_66.jpg,KEEP,single_in,tteokbokki-red,닭 빨간 떡볶이(만두튀김피 토핑),"빨간 닭떡볶이 단일 메인, 튀김피는 토핑"
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241994426_73.jpg,DROP,scene_nonfood,none,닭 빨간 떡볶이,음식 위 대형 홍보 텍스트 오버레이로 학습부적합
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241994457_76.jpg,KEEP,single_in,tteokbokki-red,빨간 떡볶이 밥볶음(스푼 클로즈업),빨간 떡볶이 단일 메인이나 초근접·흐림(경계)
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241994479_78.jpg,KEEP,single_in,fried-food-platter,튀김모둠(김말이·고추/만두튀김·야채튀김 3종),튀김 여러개 한접시=튀김모둠 단일 메인
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241994489_79.jpg,DROP,scene_nonfood,none,"튀김김밥(김말이튀김) 한 입, 배경에 빨간 떡볶이","젓가락으로 집은 김말이튀김 극단적 클로즈업, 배경은 떡볶이라 메인 불명확"
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241994988_87.jpg,DROP,scene_nonfood,none,"떡볶이 국물에 비빈 밥 한 숟갈, 배경 빨간 떡볶이","숟가락 위 밥·국물 극단적 클로즈업, 온전한 단일 접시 플레이팅 아님"
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241998947_91.jpg,DROP,multi,none,"빨간 떡볶이(어묵·만두), 주먹밥(김 뿌린 밥), 튀김 곁들이 접시","떡볶이 냄비 + 별도 주먹밥 그릇 + 튀김 접시, 서로 다른 메인 2접시 이상 한상"
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241998958_92.jpg,KEEP,single_in,tteokbokki-red,빨간 떡볶이(어묵·납작어묵·채소),"그릇에 담긴 빨간 떡볶이 단일 메인 뚜렷, 59클래스 tteokbokki-red 일치"
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241998996_95.jpg,DROP,scene_nonfood,none,"어묵 한 점, 배경 빨간 떡볶이","젓가락으로 집은 어묵 극단적 클로즈업, 온전한 단일 플레이팅 아님"
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241999019_97.jpg,DROP,scene_nonfood,none,키오스크 메뉴 화면(떡볶이·닭강정·튀김 사진들),"주문 키오스크 화면 캡처, 실제 음식 아님"
orig_스텔라떡볶이 대구신암신천점_1577697747_p_1779241999030_98.jpg,DROP,ood,none,초콜릿 가루 묻힌 케이크(녹차 휘낭시에/가토 단면),"디저트 케이크류, 59클래스에 없음(파일명 떡볶이지만 실제는 케이크)"
orig_아저씨떡볶이_38357329_p_1779251620143_4.jpg,DROP,scene_nonfood,none,대형 철판에 조리 중인 빨간 떡볶이(국자),"가게 대형 트레이에서 조리 중 장면, 1인분 제공 접시 아님"
orig_아저씨떡볶이_38357329_p_1779251621035_12.jpg,DROP,multi,none,빨간 떡볶이 + 튀김만두 여러개 + 튀김(고추),"떡볶이와 튀김만두가 한 접시에 비등하게 큰 비중, 단일 메인 불명확"
orig_아저씨떡볶이_38357329_p_1779251621055_14.jpg,DROP,multi,none,빨간 떡볶이 한 접시 + 별도 접시의 튀김(고추튀김),떡볶이 접시와 튀김 접시 2개 별도 메인
orig_아저씨떡볶이_38357329_p_1779251621084_17.jpg,DROP,scene_nonfood,none,노점 주방(어묵꼬치·찜기·튀김기 등),"길거리 가게 주방 전경, 단일 음식 접시 아님"
orig_아저씨떡볶이_38357329_p_1779251621109_20.jpg,DROP,borderline_dropped,none,"떡볶이 국물에 적신 튀김(고추튀김) 젓가락 클로즈업, 뒤에 떡볶이","튀김 클로즈업 위주에 떡볶이 배경 혼재, 단일 메인 애매"
orig_아저씨떡볶이_38357329_p_1779251622031_21.jpg,DROP,multi,none,"빨간 떡볶이 한 접시, 튀김(고추튀김/김말이) 한 접시",떡볶이 접시와 튀김 접시가 서로 다른 메인 2접시
orig_아저씨떡볶이_38357329_p_1779251622063_25.jpg,DROP,scene_nonfood,none,"분식 노점 조리 장면(튀김·떡볶이 통, 조리하는 사람)",음식점 조리대·사람이 보이는 비음식 장면
orig_아저씨떡볶이_38357329_p_1779251622557_34.jpg,DROP,multi,none,"순대(+간/허파 약간), 아래쪽 빨간 양념 접시 일부",순대 트레이와 하단의 빨간 양념 음식 접시가 함께 보여 메인 단일 아님
orig_양스김밥24시 복현점_1999148098_p_1779240355796_9.jpg,DROP,scene_nonfood,none,냉장 진열대(과일컵·반찬팩·음료 등 포장식품),"매장 냉장 쇼케이스 진열 장면, 차려진 메인 요리 아님"
orig_양스김밥24시 복현점_1999148098_p_1779240355862_20.jpg,KEEP,single_in,seaweed-rice-roll,김밥(단무지 곁들임),"김밥 한 줄이 뚜렷한 단일 메인, 단무지는 곁들이 무시"
orig_양스김밥24시 복현점_1999148098_p_1779240355962_21.jpg,DROP,scene_nonfood,none,포장지에 싸인 김밥 3줄(내용물 미노출),종이로 포장된 상태라 음식 자체가 보이지 않는 포장 장면
orig_양스김밥24시 복현점_1999148098_p_1779240357534_38.jpg,KEEP,single_in,seaweed-rice-roll,김밥,"종이 위 김밥 한 줄 단독, 메인 1개 뚜렷"
orig_양스김밥24시 복현점_1999148098_p_1779240357543_39.jpg,KEEP,single_in,seaweed-rice-roll,김밥(참치·맛살),"종이 위 김밥 한 줄 단면 클로즈업, 메인 1개"
orig_양스김밥24시 복현점_1999148098_p_1779240365493_44.jpg,DROP,multi,none,"김밥, 우동, 단무지, 김치",김밥 접시+우동 그릇 서로 다른 메인 2접시
orig_오늘도빈대떡 방천시장 본점_1761662698_p_1779252390511_1.jpg,KEEP,single_in,savory-pancake,파래빈대떡(전·부침개),"전 한 종류 클로즈업, 메인 1개 (텍스트 워터마크 있음)"
orig_오후엔김밥_1649555143_p_1779239719953_5.jpg,KEEP,single_in,korean-ramyeon-red,"라면(인스턴트, 빨간국물)","빨간 국물 인스턴트 라면 한 그릇, 단무지 곁들이 무시"
orig_오후엔김밥_1649555143_p_1779239719975_9.jpg,KEEP,single_in,seaweed-rice-roll,김밥(잘린 조각들),"같은 김밥 자른 조각 한 박스, 단일 음식"
orig_오후엔김밥_1649555143_p_1779239720028_18.jpg,KEEP,single_in,seaweed-rice-roll,"김밥(단면 클로즈업, 밥·오이·당근·맛살·마요샐러드)","김밥 단일 메인, 59클래스 seaweed-rice-roll 일치"
orig_오후엔김밥_1649555143_p_1779239720040_20.jpg,KEEP,single_in,seaweed-rice-roll,"김밥 여러 조각(단면, 같은 종류)","같은 김밥 한 종류만, 단일 메인"
orig_오후엔김밥_1649555143_p_1779239720534_22.jpg,KEEP,single_in,tteokbokki-red,떡볶이(빨간 양념·깨·대파),"빨간 떡볶이 단일 메인, tteokbokki-red 일치"
orig_오후엔김밥_1649555143_p_1779239720549_24.jpg,KEEP,single_in,seaweed-rice-roll,"김밥 세 조각(단면, 밥·오이·당근·맛살·유부)","김밥 단일 메인, seaweed-rice-roll 일치"
orig_오후엔김밥_1649555143_p_1779239724096_47.jpg,DROP,multi,none,김밥+라면(인스턴트)+맑은국 2그릇+김치+단무지 한상,"김밥과 라면 두 메인 한상차림, 곁들이 무시해도 메인 2개"
orig_오후엔김밥_1649555143_p_1779239724104_48.jpg,DROP,multi,none,꼬마김밥(마약김밥) 한 접시 + 김밥+오징어무침 한 트레이,"서로 다른 두 접시(김밥류+무침), 메인 2접시+로 multi"
orig_오후엔김밥_1649555143_p_1779239724554_51.jpg,DROP,scene_nonfood,none,"음료 냉장고(웰치스 캔 음료), 바닥/서랍장",음식 접시 없음 — 음료 냉장고와 매장 바닥만 보임
orig_오후엔김밥_1649555143_p_1779239724575_54.jpg,DROP,multi,none,"소스돈가스, 김밥, 양배추샐러드",소스돈가스와 김밥 서로 다른 메인 2가지 한 접시
orig_오후엔김밥_1649555143_p_1779239725565_56.jpg,KEEP,single_in,seaweed-rice-roll,김밥(야채김밥·불고기김밥 두 종류),두 트레이 모두 김밥 — 같은 음식 한 종류만 가득
orig_오후엔김밥_1649555143_p_1779239725587_59.jpg,KEEP,single_in,seaweed-rice-roll,김밥(계란김밥),박스에 담긴 김밥 단일 메인
orig_오후엔김밥_1649555143_p_1779239729093_61.jpg,KEEP,single_in,seaweed-rice-roll,김밥(계란김밥),박스에 담긴 김밥 단일 메인
orig_오후엔김밥_1649555143_p_1779239729142_67.jpg,DROP,multi,none,"우동, 김밥",우동과 김밥 서로 다른 메인 2접시
orig_오후엔김밥_1649555143_p_1779239729653_78.jpg,KEEP,single_in,seaweed-rice-roll,김밥(참치/맛살 김밥 단면),김밥 단면이 화면을 가득 채운 단일 메인
